model_name,d_in,d_out,prec,model_file
dense_64_128_8b,64,128,8,pregen_models/dense_64_128_8b.h5
dense_64_128_10b,64,128,10,pregen_models/dense_64_128_10b.h5
dense_64_128_12b,64,128,12,pregen_models/dense_64_128_12b.h5
dense_64_128_14b,64,128,14,pregen_models/dense_64_128_14b.h5
dense_64_160_2b,64,160,2,pregen_models/dense_64_160_2b.h5
dense_64_160_4b,64,160,4,pregen_models/dense_64_160_4b.h5
dense_64_160_6b,64,160,6,pregen_models/dense_64_160_6b.h5
dense_64_160_8b,64,160,8,pregen_models/dense_64_160_8b.h5
dense_64_160_10b,64,160,10,pregen_models/dense_64_160_10b.h5
dense_64_160_12b,64,160,12,pregen_models/dense_64_160_12b.h5
dense_64_160_14b,64,160,14,pregen_models/dense_64_160_14b.h5
dense_64_192_2b,64,192,2,pregen_models/dense_64_192_2b.h5
dense_64_192_4b,64,192,4,pregen_models/dense_64_192_4b.h5
dense_64_192_6b,64,192,6,pregen_models/dense_64_192_6b.h5
dense_64_192_8b,64,192,8,pregen_models/dense_64_192_8b.h5
dense_64_192_10b,64,192,10,pregen_models/dense_64_192_10b.h5
dense_64_192_12b,64,192,12,pregen_models/dense_64_192_12b.h5
dense_64_192_14b,64,192,14,pregen_models/dense_64_192_14b.h5
dense_64_224_2b,64,224,2,pregen_models/dense_64_224_2b.h5
dense_64_224_4b,64,224,4,pregen_models/dense_64_224_4b.h5
